step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1740,2745216,55680,0.02137522610845778,0.875,0.875,,,,,
1741,2747040,55712,0.01394495290385874,0.84375,0.84375,,,,,
1742,2748864,55744,0.01685539211651505,0.8125,0.8125,,,,,
1743,2750432,55776,0.016276461468262865,0.9375,0.9375,,,,,
1744,2752000,55808,0.017603263489282383,0.90625,0.90625,,,,,
1745,2753568,55840,0.018074427394793414,0.90625,0.90625,0.03436607331068762,0.75,0.75,,
1746,2755392,55872,0.015463483669654549,0.90625,0.90625,,,,,
1747,2756960,55904,0.01717983138074306,0.84375,0.84375,,,,,
1748,2758528,55936,0.024397351686337887,0.78125,0.78125,,,,,
1749,2760096,55968,0.021007309355661658,0.8125,0.8125,,,,,
1750,2761920,56000,0.015157101735362487,0.9375,0.9375,,,,,
1751,2763488,56032,0.02070162363969191,0.90625,0.90625,,,,,
1752,2764800,56064,0.027183724741109215,0.84375,0.84375,,,,,
1753,2766368,56096,0.015245040909190525,0.96875,0.96875,0.022027163306294797,0.8125,0.8125,,
1754,2767936,56128,0.026367182023491406,0.8125,0.8125,,,,,
1755,2769504,56160,0.018841991839253877,0.90625,0.90625,,,,,
1756,2771072,56192,0.015053208488446851,0.96875,0.96875,,,,,
1757,2772640,56224,0.01833749287612896,0.90625,0.90625,,,,,
1758,2773952,56256,0.018877444527268625,0.875,0.875,,,,,
1759,2775520,56288,0.02316560588779028,0.8125,0.8125,,,,,
1760,2777088,56320,0.015247496008482493,0.9375,0.9375,,,,,
1761,2778656,56352,0.018334952681273494,0.84375,0.84375,0.02290978298175921,0.875,0.875,,
1762,2780224,56384,0.014169087114921543,0.96875,0.96875,,,,,
1763,2781792,56416,0.021682427693709826,0.875,0.875,,,,,
1764,2783360,56448,0.023298440651446085,0.75,0.75,,,,,
1765,2784928,56480,0.01980758139635889,0.875,0.875,,,,,
1766,2786496,56512,0.01888135341568878,0.875,0.875,,,,,
1767,2788320,56544,0.017651943092190567,0.9375,0.9375,,,,,
1768,2789632,56576,0.02652399068722087,0.90625,0.90625,,,,,
1769,2791200,56608,0.019272692117320873,0.84375,0.84375,0.01663783126956176,0.90625,0.90625,,
1770,2792768,56640,0.0187852342031458,0.84375,0.84375,,,,,
1771,2794336,56672,0.01661530541648859,0.96875,0.96875,,,,,
1772,2795904,56704,0.01785299261439106,0.8125,0.8125,,,,,
1773,2797216,56736,0.018836197029036335,0.90625,0.90625,,,,,
1774,2799040,56768,0.017179054775715408,0.84375,0.84375,,,,,
1775,2800352,56800,0.023387126366290555,0.875,0.875,,,,,
1776,2801920,56832,0.019934047453700986,0.84375,0.84375,,,,,
1777,2803488,56864,0.021078922539351373,0.84375,0.84375,0.020210876347737734,0.78125,0.78125,,
1778,2805056,56896,0.018510451631553872,0.9375,0.9375,,,,,
1779,2807648,56928,0.01289034364351827,0.90625,0.90625,,,,,
1780,2809216,56960,0.019928399493461774,0.8125,0.8125,,,,,
1781,2810784,56992,0.018681123371285295,0.90625,0.90625,,,,,
1782,2812096,57024,0.02111786768476443,0.8125,0.8125,,,,,
1783,2813408,57056,0.027139851950939497,0.78125,0.78125,,,,,
1784,2814976,57088,0.01833867578651618,0.875,0.875,,,,,
1785,2816288,57120,0.020668594389979728,0.90625,0.90625,0.02067474389027403,0.90625,0.90625,,
1786,2817856,57152,0.01966047001044101,0.90625,0.90625,,,,,
1787,2819424,57184,0.017078386376961564,0.90625,0.90625,,,,,
1788,2821248,57216,0.01783887785950327,0.84375,0.84375,,,,,
1789,2822816,57248,0.02258279155389173,0.875,0.875,,,,,
1790,2824384,57280,0.017932612226374548,0.875,0.875,,,,,
1791,2825952,57312,0.019308763631824193,0.84375,0.84375,,,,,
1792,2827520,57344,0.01581315020427616,0.96875,0.96875,,,,,
1793,2829088,57376,0.021696981426389827,0.78125,0.78125,0.01901677504819203,0.8125,0.8125,,
1794,2830656,57408,0.017951056633727105,0.84375,0.84375,,,,,
1795,2832224,57440,0.01817541514354576,0.875,0.875,,,,,
1796,2833792,57472,0.01774595744089307,0.9375,0.9375,,,,,
1797,2835360,57504,0.02064445799253974,0.90625,0.90625,,,,,
1798,2837440,57536,0.014316430782065742,0.875,0.875,,,,,
1799,2839264,57568,0.017325752311604197,0.875,0.875,,,,,
1800,2840832,57600,0.016015792521865285,0.90625,0.90625,,,,,
1801,2842400,57632,0.02222673147148269,0.78125,0.78125,0.012167982565956904,0.9375,0.9375,,
1802,2843968,57664,0.01885722965809637,0.84375,0.84375,,,,,
1803,2845536,57696,0.01976327035224731,0.84375,0.84375,,,,,
1804,2847104,57728,0.0172871234046683,0.90625,0.90625,,,,,
1805,2848416,57760,0.0253822012488917,0.8125,0.8125,,,,,
1806,2849984,57792,0.020764942827122206,0.9375,0.9375,,,,,
1807,2851552,57824,0.02277991162218815,0.875,0.875,,,,,
1808,2852864,57856,0.018548368211606086,0.96875,0.96875,,,,,
1809,2854432,57888,0.015065253758689714,0.9375,0.9375,0.019936147117937855,0.8125,0.8125,,
1810,2856000,57920,0.015071365191070643,0.96875,0.96875,,,,,
1811,2857824,57952,0.01884281798561403,0.90625,0.90625,,,,,
1812,2859392,57984,0.017691521591823463,1.0,1.0,,,,,
1813,2860704,58016,0.02349242561021453,0.84375,0.84375,,,,,
1814,2862016,58048,0.01891488921362587,0.875,0.875,,,,,
1815,2863584,58080,0.016747739650761758,0.875,0.875,,,,,
1816,2864896,58112,0.01951919107375724,0.90625,0.90625,,,,,
1817,2866720,58144,0.015543773416124024,0.9375,0.9375,0.020096206656139683,0.84375,0.84375,,
1818,2868288,58176,0.018903444443727224,0.90625,0.90625,,,,,
1819,2869856,58208,0.018839038714036905,0.90625,0.90625,,,,,
1820,2871424,58240,0.02328999220883544,0.90625,0.90625,,,,,
1821,2872736,58272,0.020131453202610117,0.9375,0.9375,,,,,
1822,2874304,58304,0.01698221400136454,0.9375,0.9375,,,,,
1823,2875616,58336,0.02460900169812403,0.90625,0.90625,,,,,
1824,2877440,58368,0.015780188044539283,0.84375,0.84375,,,,,
1825,2879008,58400,0.018694303585700154,0.875,0.875,0.020385387162730383,0.78125,0.78125,,
1826,2880832,58432,0.015967219418324914,0.90625,0.90625,,,,,
1827,2882144,58464,0.019288822858018178,0.90625,0.90625,,,,,
1828,2883712,58496,0.021489415531038922,0.8125,0.8125,,,,,
1829,2885280,58528,0.02235495448074536,0.84375,0.84375,,,,,
1830,2886592,58560,0.026680623725852032,0.8125,0.8125,,,,,
1831,2888416,58592,0.016525494534109956,0.90625,0.90625,,,,,
1832,2889984,58624,0.024104597597158606,0.78125,0.78125,,,,,
1833,2891296,58656,0.017931105454732244,0.9375,0.9375,0.02781891884321676,0.71875,0.71875,,
1834,2892864,58688,0.019299103726154263,0.875,0.875,,,,,
1835,2894432,58720,0.017789622871635408,0.90625,0.90625,,,,,
1836,2895744,58752,0.02341325275228197,0.8125,0.8125,,,,,
1837,2897568,58784,0.019559703538818925,0.78125,0.78125,,,,,
1838,2898880,58816,0.021802169518924126,0.9375,0.9375,,,,,
1839,2900448,58848,0.01665346944741275,0.84375,0.84375,,,,,
1840,2902016,58880,0.014852492282172563,0.9375,0.9375,,,,,
1841,2903584,58912,0.01659369138645926,0.9375,0.9375,0.028430839473514692,0.78125,0.78125,,
1842,2905152,58944,0.01978488941065085,0.90625,0.90625,,,,,
1843,2906720,58976,0.017869473176989097,0.90625,0.90625,,,,,
1844,2908544,59008,0.018069918678845467,0.8125,0.8125,,,,,
1845,2909856,59040,0.017504681093909333,0.84375,0.84375,,,,,
1846,2911680,59072,0.013087695246078612,0.9375,0.9375,,,,,
1847,2913248,59104,0.018586779746030967,0.90625,0.90625,,,,,
1848,2914816,59136,0.018791688763790934,0.9375,0.9375,,,,,
1849,2916384,59168,0.01727149938364362,0.90625,0.90625,0.018997970518881642,0.78125,0.78125,,
1850,2917952,59200,0.01826371274328256,0.875,0.875,,,,,
1851,2919776,59232,0.02037226217013097,0.8125,0.8125,,,,,
1852,2921600,59264,0.011716804399175024,0.96875,0.96875,,,,,
1853,2923168,59296,0.017199382150301142,0.90625,0.90625,,,,,
1854,2924736,59328,0.02200233389747511,0.8125,0.8125,,,,,
1855,2926304,59360,0.018723180445042894,0.84375,0.84375,,,,,
1856,2927872,59392,0.016186394654303403,0.9375,0.9375,,,,,
1857,2929184,59424,0.02060624305425489,0.875,0.875,0.026915827072889743,0.84375,0.84375,,
1858,2930752,59456,0.018439836741439317,0.90625,0.90625,,,,,
1859,2932320,59488,0.01351057361688233,0.96875,0.96875,,,,,
1860,2933888,59520,0.015997217512839387,0.9375,0.9375,,,,,
1861,2935456,59552,0.02181891120392179,0.875,0.875,,,,,
1862,2937024,59584,0.017826790736876832,0.90625,0.90625,,,,,
1863,2938592,59616,0.022580163464834782,0.84375,0.84375,,,,,
1864,2940160,59648,0.016881163138238696,0.90625,0.90625,,,,,
1865,2941984,59680,0.018821658120796787,0.90625,0.90625,0.022823552812298094,0.875,0.875,,
1866,2943552,59712,0.018431019126170966,0.90625,0.90625,,,,,
1867,2945120,59744,0.01864210649028813,0.96875,0.96875,,,,,
1868,2946688,59776,0.019074155478757442,0.875,0.875,,,,,
1869,2948256,59808,0.018674726625540757,0.90625,0.90625,,,,,
1870,2949568,59840,0.02830134899436241,0.75,0.75,,,,,
1871,2951136,59872,0.023601825301510018,0.875,0.875,,,,,
1872,2952704,59904,0.021021047353660838,0.9375,0.9375,,,,,
1873,2954272,59936,0.019683890968079123,0.84375,0.84375,0.017354955250556463,0.90625,0.90625,,
1874,2955840,59968,0.018200295528615813,0.9375,0.9375,,,,,
1875,2957408,60000,0.021219670419974006,0.90625,0.90625,,,,,
1876,2958976,60032,0.01726681001208684,0.90625,0.90625,,,,,
1877,2960800,60064,0.015603435779982354,0.875,0.875,,,,,
1878,2962368,60096,0.020971682536730124,0.90625,0.90625,,,,,
1879,2963680,60128,0.020572122483012562,0.875,0.875,,,,,
1880,2965504,60160,0.015539691333831141,0.96875,0.96875,,,,,
1881,2966816,60192,0.022205763794938705,0.875,0.875,0.0290160375151012,0.78125,0.78125,,
1882,2968384,60224,0.019008899364092655,0.78125,0.78125,,,,,
1883,2969952,60256,0.01967859185188039,0.875,0.875,,,,,
1884,2971520,60288,0.016069546747913988,0.90625,0.90625,,,,,
1885,2973344,60320,0.015397638004626703,0.875,0.875,,,,,
1886,2974656,60352,0.023331583481597903,0.875,0.875,,,,,
1887,2976224,60384,0.018641732908770095,0.875,0.875,,,,,
1888,2977792,60416,0.019818029135388545,0.84375,0.84375,,,,,
1889,2979360,60448,0.01594853458128739,0.9375,0.9375,0.02119405419118614,0.875,0.875,,
1890,2981184,60480,0.013981369297907689,0.875,0.875,,,,,
1891,2982752,60512,0.0166337564949814,0.9375,0.9375,,,,,
1892,2984064,60544,0.015198099672409138,1.0,1.0,,,,,
1893,2985632,60576,0.019181092360225176,0.9375,0.9375,,,,,
1894,2987200,60608,0.017472260453171837,0.84375,0.84375,,,,,
1895,2988768,60640,0.018077660522121224,0.90625,0.90625,,,,,
1896,2990336,60672,0.01952901050343196,0.84375,0.84375,,,,,
1897,2991648,60704,0.0203338698287323,0.9375,0.9375,0.02493158351896016,0.78125,0.78125,,
1898,2993216,60736,0.02041875257359835,0.875,0.875,,,,,
1899,2994784,60768,0.01691812467907559,0.84375,0.84375,,,,,
1900,2996352,60800,0.01896500990441689,0.90625,0.90625,,,,,
1901,2997920,60832,0.011339858683825407,1.0,1.0,,,,,
1902,2999488,60864,0.016037698988001125,0.8125,0.8125,,,,,
1903,3000800,60896,0.019015214320281488,0.9375,0.9375,,,,,
1904,3002368,60928,0.015323052098433656,0.90625,0.90625,,,,,
1905,3004192,60960,0.01621958531808076,0.8125,0.8125,0.02732511494519011,0.75,0.75,,
1906,3005504,60992,0.029185051045364008,0.8125,0.8125,,,,,
1907,3009120,61024,0.007167940112362036,0.84375,0.84375,,,,,
1908,3010688,61056,0.020218018429122627,0.875,0.875,,,,,
1909,3012256,61088,0.017870344290355843,0.84375,0.84375,,,,,
1910,3014080,61120,0.014751921958256208,0.90625,0.90625,,,,,
1911,3015392,61152,0.025611274354957202,0.84375,0.84375,,,,,
1912,3016960,61184,0.02517968469419189,0.90625,0.90625,,,,,
1913,3018528,61216,0.016934155844603466,0.84375,0.84375,0.0239874805252309,0.75,0.75,,
1914,3020096,61248,0.01786760845399323,0.84375,0.84375,,,,,
1915,3021664,61280,0.019537604052786244,0.9375,0.9375,,,,,
1916,3023488,61312,0.016675299042909153,0.84375,0.84375,,,,,
1917,3025312,61344,0.015149580418017785,0.84375,0.84375,,,,,
1918,3026880,61376,0.020383757836311304,0.875,0.875,,,,,
1919,3028448,61408,0.020676212290778154,0.875,0.875,,,,,
1920,3029760,61440,0.023094639200943855,0.84375,0.84375,,,,,
1921,3031328,61472,0.023246014428241004,0.875,0.875,0.029535317535574198,0.78125,0.78125,,
1922,3032896,61504,0.019481809029089015,0.9375,0.9375,,,,,
1923,3034464,61536,0.020019804000037538,0.875,0.875,,,,,
1924,3035776,61568,0.018706304482259614,0.9375,0.9375,,,,,
1925,3037600,61600,0.01452121767803905,0.90625,0.90625,,,,,
1926,3038912,61632,0.01580560138128595,0.9375,0.9375,,,,,
1927,3040736,61664,0.017299441385882207,0.9375,0.9375,,,,,
1928,3042560,61696,0.017294303489009438,0.84375,0.84375,,,,,
1929,3044128,61728,0.019861964134781713,0.90625,0.90625,0.02303402235314931,0.8125,0.8125,,
1930,3045952,61760,0.010600279519440191,0.96875,0.96875,,,,,
1931,3047264,61792,0.02323284126932764,0.84375,0.84375,,,,,
1932,3048832,61824,0.021163822761595227,0.8125,0.8125,,,,,
1933,3050656,61856,0.012702219544638656,0.90625,0.90625,,,,,
1934,3051968,61888,0.015585561266320509,0.9375,0.9375,,,,,
1935,3053536,61920,0.017435556710902467,0.90625,0.90625,,,,,
1936,3055104,61952,0.020559241165981342,0.84375,0.84375,,,,,
1937,3056672,61984,0.017507720981333436,0.875,0.875,0.024363333259825013,0.84375,0.84375,,
1938,3058240,62016,0.020512957041159213,0.8125,0.8125,,,,,
1939,3059808,62048,0.018678744619745447,0.875,0.875,,,,,
1940,3061376,62080,0.018948340533840955,0.90625,0.90625,,,,,
1941,3062944,62112,0.014308773269036205,0.9375,0.9375,,,,,
1942,3064512,62144,0.015802822557779716,0.9375,0.9375,,,,,
1943,3065824,62176,0.021268823536434486,0.9375,0.9375,,,,,
1944,3067136,62208,0.024801130761142993,0.875,0.875,,,,,
1945,3068704,62240,0.01585988429331715,0.96875,0.96875,0.03024526565897397,0.78125,0.78125,,
1946,3070272,62272,0.022102738028231542,0.8125,0.8125,,,,,
1947,3071840,62304,0.02195858191354524,0.84375,0.84375,,,,,
1948,3073664,62336,0.014742618049197192,0.9375,0.9375,,,,,
1949,3075232,62368,0.022099391358917187,0.875,0.875,,,,,
1950,3076800,62400,0.016840366317087508,0.96875,0.96875,,,,,
1951,3078624,62432,0.016012780495153697,0.9375,0.9375,,,,,
1952,3080448,62464,0.01303015354057223,0.9375,0.9375,,,,,
1953,3082016,62496,0.021338303707885056,0.84375,0.84375,0.019572320590294318,0.84375,0.84375,,
1954,3083584,62528,0.017662483545508215,0.90625,0.90625,,,,,
1955,3085152,62560,0.019771988723779388,0.78125,0.78125,,,,,
1956,3086464,62592,0.02167950376384755,0.84375,0.84375,,,,,
1957,3088288,62624,0.019187883374778125,0.8125,0.8125,,,,,
1958,3089856,62656,0.018167547445875395,0.875,0.875,,,,,
1959,3091424,62688,0.015983103156645997,0.9375,0.9375,,,,,
1960,3092992,62720,0.02243109921964283,0.84375,0.84375,,,,,
1961,3094560,62752,0.021620847703604545,0.90625,0.90625,0.022560236700909682,0.84375,0.84375,,
1962,3096128,62784,0.017805772585796725,0.96875,0.96875,,,,,
1963,3097440,62816,0.019618841127378404,0.90625,0.90625,,,,,
1964,3099520,62848,0.012457726304680498,0.875,0.875,,,,,
1965,3101088,62880,0.015754358102457566,0.9375,0.9375,,,,,
1966,3102400,62912,0.019962368882252633,1.0,1.0,,,,,
1967,3104224,62944,0.014928330726720934,0.90625,0.90625,,,,,
1968,3105792,62976,0.017800100249827835,0.78125,0.78125,,,,,
1969,3107360,63008,0.016977761264477944,0.9375,0.9375,0.018657151319900936,0.84375,0.84375,,
1970,3108928,63040,0.015146165726084038,0.90625,0.90625,,,,,
1971,3110496,63072,0.02113888873646927,0.9375,0.9375,,,,,
1972,3112320,63104,0.020078335860315426,0.875,0.875,,,,,
1973,3113888,63136,0.017526209688082935,0.875,0.875,,,,,
1974,3115456,63168,0.02299830890916979,0.8125,0.8125,,,,,
1975,3116768,63200,0.015773722348141745,0.9375,0.9375,,,,,
1976,3118336,63232,0.017745972976656074,0.96875,0.96875,,,,,
1977,3119904,63264,0.01662129795523864,0.9375,0.9375,0.021263413154077905,0.8125,0.8125,,
1978,3121472,63296,0.021377826211695053,0.90625,0.90625,,,,,
1979,3123040,63328,0.016646630069690013,0.875,0.875,,,,,
1980,3124864,63360,0.017669911030363354,0.8125,0.8125,,,,,
1981,3126432,63392,0.022799356722043505,0.875,0.875,,,,,
1982,3128256,63424,0.01089866581137748,0.9375,0.9375,,,,,
1983,3129824,63456,0.016912411924824063,0.90625,0.90625,,,,,
1984,3131392,63488,0.023969906228171554,0.84375,0.84375,,,,,
1985,3132960,63520,0.015484033434724922,0.9375,0.9375,0.023610881141332175,0.8125,0.8125,,
1986,3134528,63552,0.016291737093123197,0.90625,0.90625,,,,,
1987,3136096,63584,0.01860281922202903,0.875,0.875,,,,,
1988,3137664,63616,0.012915310840829907,0.96875,0.96875,,,,,
1989,3139232,63648,0.01864889494070804,0.84375,0.84375,,,,,
1990,3140544,63680,0.028113887238352286,0.84375,0.84375,,,,,
1991,3142112,63712,0.016049473804805824,0.9375,0.9375,,,,,
1992,3143680,63744,0.020917122802800517,0.90625,0.90625,,,,,
1993,3145248,63776,0.020670987688886196,0.875,0.875,0.03489590109453689,0.65625,0.65625,,
1994,3146816,63808,0.01512062451597256,0.9375,0.9375,,,,,
1995,3148640,63840,0.022587222295580574,0.78125,0.78125,,,,,
1996,3150464,63872,0.017674569964449594,0.90625,0.90625,,,,,
1997,3152288,63904,0.015305039143301077,0.9375,0.9375,,,,,
1998,3153856,63936,0.019905403161261635,0.875,0.875,,,,,
1999,3155424,63968,0.021551795196431592,0.90625,0.90625,,,,,
2000,3156992,64000,0.01933784884075633,0.875,0.875,,,,,
2001,3158560,64032,0.015714603401493648,0.96875,0.96875,0.030742385625208854,0.65625,0.65625,,
2002,3160128,64064,0.01693877033612444,0.90625,0.90625,,,,,
2003,3161696,64096,0.015739877341077842,0.90625,0.90625,,,,,
2004,3163264,64128,0.01746844988444864,0.90625,0.90625,,,,,
2005,3164576,64160,0.022127752303728754,0.84375,0.84375,,,,,
2006,3166144,64192,0.023714867749956892,0.78125,0.78125,,,,,
2007,3167712,64224,0.014597666665384012,0.9375,0.9375,,,,,
2008,3169280,64256,0.021027117103855946,0.71875,0.71875,,,,,
2009,3170848,64288,0.01778178973958463,0.90625,0.90625,0.018838359411653214,0.875,0.875,,
2010,3172416,64320,0.015195019254286147,0.90625,0.90625,,,,,
2011,3174496,64352,0.012396917890055443,0.9375,0.9375,,,,,
2012,3176064,64384,0.018384742766234714,0.9375,0.9375,,,,,
2013,3177632,64416,0.019710600549213485,0.90625,0.90625,,,,,
2014,3179200,64448,0.018958947565400303,0.9375,0.9375,,,,,
2015,3180768,64480,0.021544076488879033,0.84375,0.84375,,,,,
2016,3182336,64512,0.014768746167369813,0.9375,0.9375,,,,,
2017,3184160,64544,0.018842055293488334,0.78125,0.78125,0.03468926431804541,0.53125,0.53125,,
2018,3185472,64576,0.023201663304913744,0.875,0.875,,,,,
2019,3187040,64608,0.01681101423250168,0.90625,0.90625,,,,,
2020,3188864,64640,0.016113812065162932,0.9375,0.9375,,,,,
2021,3191968,64672,0.009300679783312395,0.875,0.875,,,,,
2022,3193536,64704,0.016668168857751794,0.90625,0.90625,,,,,
2023,3195104,64736,0.021979157623916206,0.8125,0.8125,,,,,
2024,3196416,64768,0.021735385661260587,0.9375,0.9375,,,,,
2025,3197984,64800,0.024249255356909676,0.84375,0.84375,0.02506937443342772,0.75,0.75,,
2026,3199552,64832,0.016794652953327008,0.9375,0.9375,,,,,
2027,3201376,64864,0.017105514354213286,0.84375,0.84375,,,,,
2028,3202944,64896,0.01877046435388625,0.875,0.875,,,,,
2029,3204512,64928,0.017165856569825857,0.9375,0.9375,,,,,
2030,3205824,64960,0.019612730873607313,0.90625,0.90625,,,,,
2031,3207392,64992,0.021438367984206046,0.84375,0.84375,,,,,
2032,3208960,65024,0.01885703380350238,0.90625,0.90625,,,,,
2033,3210784,65056,0.017807078962121255,0.8125,0.8125,0.02820452615463076,0.75,0.75,,
2034,3212096,65088,0.023471598039306242,0.84375,0.84375,,,,,
2035,3213664,65120,0.01753014240333099,0.84375,0.84375,,,,,
2036,3215232,65152,0.018301934438767924,0.875,0.875,,,,,
2037,3216800,65184,0.018612521960607222,0.96875,0.96875,,,,,
2038,3218368,65216,0.014205563151750285,0.96875,0.96875,,,,,
2039,3219680,65248,0.020924084598631668,0.875,0.875,,,,,
2040,3221248,65280,0.02260609611430438,0.84375,0.84375,,,,,
2041,3223072,65312,0.01993528539209808,0.84375,0.84375,0.026119315056308504,0.8125,0.8125,,
2042,3224384,65344,0.02377350368203616,0.875,0.875,,,,,
2043,3225952,65376,0.019936935057970753,0.90625,0.90625,,,,,
2044,3227776,65408,0.018258068426776408,0.90625,0.90625,,,,,
2045,3229600,65440,0.01554613540018509,0.90625,0.90625,,,,,
2046,3231168,65472,0.020964270356013587,0.875,0.875,,,,,
2047,3232736,65504,0.015486771317313193,0.96875,0.96875,,,,,
2048,3234560,65536,0.014529225476834643,0.96875,0.96875,,,,,
2049,3236128,65568,0.01759393630664151,0.90625,0.90625,0.028569446070619803,0.8125,0.8125,,
2050,3237440,65600,0.018645552128853538,0.9375,0.9375,,,,,
2051,3239008,65632,0.017365124462611233,0.96875,0.96875,,,,,
2052,3240576,65664,0.020495660863294626,0.875,0.875,,,,,
2053,3242144,65696,0.02194675179327329,0.90625,0.90625,,,,,
2054,3243712,65728,0.019301973860559363,0.9375,0.9375,,,,,
2055,3245280,65760,0.01785407560655974,0.8125,0.8125,,,,,
2056,3246848,65792,0.01613572023658506,0.9375,0.9375,,,,,
2057,3248672,65824,0.017727634262944634,0.84375,0.84375,0.036173806307662905,0.71875,0.71875,,
2058,3250240,65856,0.022121801747392585,0.84375,0.84375,,,,,
2059,3251552,65888,0.021194814612045573,0.96875,0.96875,,,,,
2060,3253120,65920,0.015667573465733022,0.875,0.875,,,,,
2061,3254688,65952,0.02060169175727651,0.875,0.875,,,,,
2062,3256256,65984,0.018028530032446744,0.84375,0.84375,,,,,
2063,3257824,66016,0.025048984906627172,0.8125,0.8125,,,,,
2064,3259392,66048,0.022403945265914216,0.875,0.875,,,,,
2065,3261216,66080,0.01785547280413282,0.90625,0.90625,0.023517584654973046,0.84375,0.84375,,
2066,3262784,66112,0.02048562127054963,0.90625,0.90625,,,,,
2067,3264096,66144,0.020268560404689946,0.90625,0.90625,,,,,
2068,3265664,66176,0.02000830151581197,0.84375,0.84375,,,,,
2069,3267232,66208,0.01605063421870437,0.96875,0.96875,,,,,
2070,3268800,66240,0.01411918811653047,0.875,0.875,,,,,
2071,3271392,66272,0.012419468929274083,0.9375,0.9375,,,,,
2072,3273216,66304,0.013877600093089887,0.84375,0.84375,,,,,
2073,3274784,66336,0.017745133379697398,0.90625,0.90625,0.01749438775634913,0.90625,0.90625,,
2074,3276096,66368,0.01618144817772274,0.90625,0.90625,,,,,
2075,3277664,66400,0.01985401059893253,0.9375,0.9375,,,,,
2076,3279232,66432,0.016358880858502896,0.90625,0.90625,,,,,
2077,3280544,66464,0.019295680400363793,0.90625,0.90625,,,,,
2078,3282112,66496,0.023114840338804104,0.875,0.875,,,,,
2079,3283680,66528,0.01905869631396048,0.90625,0.90625,,,,,
2080,3285248,66560,0.01660574324031006,0.96875,0.96875,,,,,
2081,3286816,66592,0.019931207790324403,0.875,0.875,0.026796672014906854,0.75,0.75,,
2082,3288384,66624,0.022212773998193113,0.78125,0.78125,,,,,
2083,3289952,66656,0.02129735549856171,0.875,0.875,,,,,
2084,3291264,66688,0.014885352054454196,0.90625,0.90625,,,,,
2085,3292832,66720,0.01966743579061361,0.9375,0.9375,,,,,
2086,3294144,66752,0.018322033169057565,0.875,0.875,,,,,
2087,3295712,66784,0.017673505091857195,0.96875,0.96875,,,,,
2088,3297280,66816,0.022537380757653148,0.84375,0.84375,,,,,
2089,3299104,66848,0.017749390910252048,0.8125,0.8125,0.02501433451306576,0.875,0.875,,
2090,3300672,66880,0.0177122514801,0.9375,0.9375,,,,,
2091,3302496,66912,0.015359997987686197,0.9375,0.9375,,,,,
2092,3303808,66944,0.027263116368118213,0.78125,0.78125,,,,,
2093,3305376,66976,0.021068695926646303,0.875,0.875,,,,,
2094,3306944,67008,0.01796233114630749,0.90625,0.90625,,,,,
2095,3308512,67040,0.02221899289486458,0.84375,0.84375,,,,,
2096,3310080,67072,0.01933833963863842,0.84375,0.84375,,,,,
2097,3311648,67104,0.016158361021486062,0.90625,0.90625,0.021267403189765947,0.84375,0.84375,,
2098,3313216,67136,0.020259281155046337,0.875,0.875,,,,,
2099,3314528,67168,0.021708812485946756,0.875,0.875,,,,,
2100,3316096,67200,0.02094835126496683,0.8125,0.8125,,,,,
2101,3317664,67232,0.017806464167026692,0.875,0.875,,,,,
2102,3319232,67264,0.020318923818211466,0.9375,0.9375,,,,,
2103,3321056,67296,0.015629817321868217,0.8125,0.8125,,,,,
2104,3322368,67328,0.01859647490132537,0.875,0.875,,,,,
2105,3323936,67360,0.018424830956205628,0.84375,0.84375,0.017968118336255265,0.875,0.875,,
2106,3325504,67392,0.015451877322840443,0.9375,0.9375,,,,,
2107,3326816,67424,0.017889563801112257,0.96875,0.96875,,,,,
2108,3328384,67456,0.019439754565194492,0.84375,0.84375,,,,,
2109,3329696,67488,0.01938637659314125,0.875,0.875,,,,,
2110,3331264,67520,0.01867280630161126,0.84375,0.84375,,,,,
2111,3332832,67552,0.019277963702670056,0.8125,0.8125,,,,,
2112,3334400,67584,0.019115218860656546,0.84375,0.84375,,,,,
2113,3335968,67616,0.019336922709351577,0.8125,0.8125,0.01617720202014355,0.875,0.875,,
2114,3337536,67648,0.014550262516822362,1.0,1.0,,,,,
2115,3339104,67680,0.017859490953375485,0.90625,0.90625,,,,,
2116,3340672,67712,0.018851725395992582,0.875,0.875,,,,,
2117,3342240,67744,0.01834165422928236,0.90625,0.90625,,,,,
2118,3343808,67776,0.015669380574169018,0.96875,0.96875,,,,,
2119,3345376,67808,0.021541695104826297,0.8125,0.8125,,,,,
2120,3346944,67840,0.02690213537856415,0.84375,0.84375,,,,,
2121,3348512,67872,0.01342127768710781,0.9375,0.9375,0.019024111658574053,0.90625,0.90625,,
2122,3350080,67904,0.013939230839329153,0.9375,0.9375,,,,,
2123,3351648,67936,0.014618622954203646,0.90625,0.90625,,,,,
2124,3353216,67968,0.01396579480877897,0.9375,0.9375,,,,,
2125,3355040,68000,0.018351634672548713,0.90625,0.90625,,,,,
2126,3356608,68032,0.020774139990269346,0.78125,0.78125,,,,,
2127,3357920,68064,0.02252657191377353,0.9375,0.9375,,,,,
2128,3359488,68096,0.01567303922223763,0.84375,0.84375,,,,,
2129,3361056,68128,0.016731270887179222,0.875,0.875,0.024794901726948634,0.84375,0.84375,,
2130,3362368,68160,0.017302862734088063,0.9375,0.9375,,,,,
