step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
755,1191264,24160,0.021858618273012508,0.875,0.875,,,,,
756,1193088,24192,0.022676457973784057,0.78125,0.78125,,,,,
757,1194656,24224,0.024128695375599973,0.75,0.75,,,,,
758,1196224,24256,0.024485231386386228,0.78125,0.78125,,,,,
759,1197792,24288,0.026055613773203323,0.875,0.875,,,,,
760,1199616,24320,0.019975523922225936,0.8125,0.8125,,,,,
761,1201184,24352,0.020528104992198797,0.75,0.75,0.022708160114124815,0.75,0.75,,
762,1202752,24384,0.019562960122213133,0.90625,0.90625,,,,,
763,1204320,24416,0.027855821999733327,0.6875,0.6875,,,,,
764,1205888,24448,0.02115037914697233,0.84375,0.84375,,,,,
765,1207200,24480,0.023905701840683503,0.78125,0.78125,,,,,
766,1208768,24512,0.022522183708416837,0.875,0.875,,,,,
767,1210336,24544,0.026712410003396383,0.65625,0.65625,,,,,
768,1211648,24576,0.026381587228726376,0.875,0.875,,,,,
769,1213216,24608,0.024878081144568603,0.78125,0.78125,0.02619686197422083,0.6875,0.6875,,
770,1214784,24640,0.02230375663108863,0.84375,0.84375,,,,,
771,1216352,24672,0.024380250206754477,0.78125,0.78125,,,,,
772,1217920,24704,0.02238983502323169,0.84375,0.84375,,,,,
773,1219488,24736,0.021708291456917966,0.875,0.875,,,,,
774,1221056,24768,0.02581729537923996,0.625,0.625,,,,,
775,1222368,24800,0.03165075475297037,0.75,0.75,,,,,
776,1223936,24832,0.02088130198466909,0.90625,0.90625,,,,,
777,1225248,24864,0.027616603121500227,0.75,0.75,0.022866025883331427,0.84375,0.84375,,
778,1226816,24896,0.023038583577913486,0.78125,0.78125,,,,,
779,1228384,24928,0.03097397259387485,0.75,0.75,,,,,
780,1229696,24960,0.023254166256030308,0.84375,0.84375,,,,,
781,1231520,24992,0.018185502781661356,0.84375,0.84375,,,,,
782,1233088,25024,0.021938355020261993,0.875,0.875,,,,,
783,1234656,25056,0.026383456001286044,0.75,0.75,,,,,
784,1236224,25088,0.02028131266358466,0.96875,0.96875,,,,,
785,1238048,25120,0.025281292371482293,0.6875,0.6875,0.02409525956434641,0.875,0.875,,
786,1239360,25152,0.03244108955029791,0.75,0.75,,,,,
787,1240928,25184,0.028085686695525927,0.65625,0.65625,,,,,
788,1242496,25216,0.024909284263947867,0.8125,0.8125,,,,,
789,1244064,25248,0.024188267081134623,0.71875,0.71875,,,,,
790,1245632,25280,0.024715290848136163,0.71875,0.71875,,,,,
791,1247200,25312,0.021232213297916497,0.875,0.875,,,,,
792,1248768,25344,0.02680712098960387,0.75,0.75,,,,,
793,1250592,25376,0.02449223602712674,0.6875,0.6875,0.025360703309780578,0.78125,0.78125,,
794,1252160,25408,0.024778878491278643,0.6875,0.6875,,,,,
795,1253728,25440,0.019642230737731695,0.8125,0.8125,,,,,
796,1255040,25472,0.030466333618564483,0.84375,0.84375,,,,,
797,1256864,25504,0.019005592878127833,0.8125,0.8125,,,,,
798,1258688,25536,0.022966413278087076,0.65625,0.65625,,,,,
799,1260256,25568,0.030692733015272866,0.59375,0.59375,,,,,
800,1261824,25600,0.027158025201468396,0.65625,0.65625,,,,,
801,1263648,25632,0.0256263191878203,0.65625,0.65625,0.018855391067169127,0.84375,0.84375,,
802,1265216,25664,0.020492486474144877,0.90625,0.90625,,,,,
803,1266784,25696,0.02083974275763269,0.84375,0.84375,,,,,
804,1268352,25728,0.022484549351706757,0.84375,0.84375,,,,,
805,1269920,25760,0.022764129516840148,0.78125,0.78125,,,,,
806,1271488,25792,0.02411190007578053,0.8125,0.8125,,,,,
807,1273312,25824,0.017090297778455478,0.8125,0.8125,,,,,
808,1274624,25856,0.028487079828516105,0.75,0.75,,,,,
809,1276448,25888,0.015160125731727838,0.90625,0.90625,0.029140266684859396,0.8125,0.8125,,
810,1278016,25920,0.019468527862888257,0.8125,0.8125,,,,,
811,1279840,25952,0.01995328280332314,0.75,0.75,,,,,
812,1281152,25984,0.028302641051511777,0.8125,0.8125,,,,,
813,1282720,26016,0.024088863282693346,0.71875,0.71875,,,,,
814,1284288,26048,0.02562687058095407,0.75,0.75,,,,,
815,1285856,26080,0.019475276745892462,0.84375,0.84375,,,,,
816,1287424,26112,0.02309004585955288,0.84375,0.84375,,,,,
817,1289248,26144,0.021735701692642783,0.6875,0.6875,0.025291547607632792,0.875,0.875,,
818,1291072,26176,0.020331328547167522,0.78125,0.78125,,,,,
819,1292640,26208,0.029548924443120208,0.6875,0.6875,,,,,
820,1294208,26240,0.0195642675628351,0.78125,0.78125,,,,,
821,1295776,26272,0.02294190554318802,0.84375,0.84375,,,,,
822,1297344,26304,0.023344723827718784,0.75,0.75,,,,,
823,1298912,26336,0.025878994270625552,0.71875,0.71875,,,,,
824,1300224,26368,0.022537671340796615,0.8125,0.8125,,,,,
825,1302048,26400,0.022626016489097373,0.75,0.75,0.018298822865440448,0.9375,0.9375,,
826,1303616,26432,0.024473606969264695,0.78125,0.78125,,,,,
827,1306720,26464,0.012245427512910504,0.71875,0.71875,,,,,
828,1308288,26496,0.02168451189556723,0.78125,0.78125,,,,,
829,1309600,26528,0.025690644008518726,0.8125,0.8125,,,,0.824999988079071,0.8254432676546423
830,1311168,26560,0.02456541362848655,0.8125,0.8125,,,,,
831,1312480,26592,0.025798606429821035,0.78125,0.78125,,,,,
832,1314048,26624,0.020420791635103592,0.84375,0.84375,,,,,
833,1315616,26656,0.020557622172713966,0.8125,0.8125,0.021072243729598292,0.8125,0.8125,,
834,1316928,26688,0.029813740610743444,0.75,0.75,,,,,
835,1318240,26720,0.024128670246235162,0.84375,0.84375,,,,,
836,1319808,26752,0.022436652892057627,0.84375,0.84375,,,,,
837,1321632,26784,0.0182823852680243,0.78125,0.78125,,,,,
838,1323200,26816,0.02841515354154984,0.6875,0.6875,,,,,
839,1324768,26848,0.026288086799387104,0.6875,0.6875,,,,,
840,1326080,26880,0.029821453485000222,0.71875,0.71875,,,,,
841,1327648,26912,0.01669185775531447,0.9375,0.9375,0.01993820133151091,0.90625,0.90625,,
842,1329216,26944,0.01732417951910894,0.84375,0.84375,,,,,
843,1330784,26976,0.024259420248633614,0.84375,0.84375,,,,,
844,1332608,27008,0.016019929457686002,0.96875,0.96875,,,,,
845,1333920,27040,0.027749382061682405,0.78125,0.78125,,,,,
846,1335488,27072,0.02149950388360546,0.84375,0.84375,,,,,
847,1337056,27104,0.020723947652212363,0.875,0.875,,,,,
848,1338624,27136,0.023074903408327744,0.8125,0.8125,,,,,
849,1340192,27168,0.01924927470300014,0.84375,0.84375,0.02285251307244863,0.78125,0.78125,,
850,1341760,27200,0.022674367911012544,0.75,0.75,,,,,
851,1343328,27232,0.022527592086160248,0.84375,0.84375,,,,,
852,1344896,27264,0.015021490066715942,0.96875,0.96875,,,,,
853,1346464,27296,0.02883321484467709,0.75,0.75,,,,,
854,1347776,27328,0.02326756764550612,0.90625,0.90625,,,,,
855,1349600,27360,0.02510479080645903,0.71875,0.71875,,,,,
856,1351168,27392,0.023036299067545615,0.78125,0.78125,,,,,
857,1352736,27424,0.02504599416687602,0.84375,0.84375,0.02412049433282413,0.8125,0.8125,,
858,1354304,27456,0.020093486316581602,0.875,0.875,,,,,
859,1355872,27488,0.024611157618141682,0.78125,0.78125,,,,,
860,1357440,27520,0.025193715046104955,0.8125,0.8125,,,,,
861,1359008,27552,0.02270774062349761,0.84375,0.84375,,,,,
862,1360320,27584,0.025556949848182426,0.75,0.75,,,,,
863,1362144,27616,0.01722016383637512,0.84375,0.84375,,,,,
864,1363456,27648,0.02159812632018306,0.96875,0.96875,,,,,
865,1365024,27680,0.032821498021327264,0.59375,0.59375,0.024694172320365082,0.875,0.875,,
866,1366592,27712,0.02245732204025888,0.84375,0.84375,,,,,
867,1367904,27744,0.023807088595550106,0.84375,0.84375,,,,,
868,1369728,27776,0.020403127907908106,0.75,0.75,,,,,
869,1371552,27808,0.01933613643821273,0.78125,0.78125,,,,,
870,1373120,27840,0.025407369549151983,0.84375,0.84375,,,,,
871,1374944,27872,0.027045764487797164,0.75,0.75,,,,,
872,1376512,27904,0.022408829589005325,0.84375,0.84375,,,,,
873,1378336,27936,0.020700155157497877,0.71875,0.71875,0.02225492511689737,0.6875,0.6875,,
874,1379904,27968,0.027402664413035818,0.6875,0.6875,,,,,
875,1381472,28000,0.019902276780105217,0.875,0.875,,,,,
876,1383296,28032,0.020900091642200653,0.75,0.75,,,,,
877,1384864,28064,0.028592055410095196,0.65625,0.65625,,,,,
878,1386432,28096,0.02081088114781217,0.84375,0.84375,,,,,
879,1388000,28128,0.02016692143899795,0.8125,0.8125,,,,,
880,1389824,28160,0.01605909335093594,0.90625,0.90625,,,,,
881,1391392,28192,0.021745470112336223,0.84375,0.84375,0.023804150770967997,0.8125,0.8125,,
882,1392960,28224,0.022320644778820453,0.84375,0.84375,,,,,
883,1394528,28256,0.020095782550098498,0.8125,0.8125,,,,,
884,1396096,28288,0.02744465885195846,0.75,0.75,,,,,
885,1397664,28320,0.025291823778034687,0.75,0.75,,,,,
886,1399232,28352,0.02264634266169206,0.84375,0.84375,,,,,
887,1400800,28384,0.027451350206021626,0.71875,0.71875,,,,,
888,1402112,28416,0.021174593329990256,0.84375,0.84375,,,,,
889,1403680,28448,0.02512718442177156,0.78125,0.78125,0.021848036569215516,0.78125,0.78125,,
890,1405248,28480,0.022647066536623486,0.8125,0.8125,,,,,
891,1406816,28512,0.02357674815774642,0.71875,0.71875,,,,,
892,1408384,28544,0.02445066224158049,0.6875,0.6875,,,,,
893,1409952,28576,0.020960465863078998,0.9375,0.9375,,,,,
894,1411264,28608,0.028265262305850976,0.75,0.75,,,,,
895,1412832,28640,0.021716995065359013,0.78125,0.78125,,,,,
896,1414656,28672,0.02128220612833662,0.6875,0.6875,,,,,
897,1416480,28704,0.017778847409060456,0.875,0.875,0.020146075489619834,0.875,0.875,,
898,1418048,28736,0.023762868520777025,0.8125,0.8125,,,,,
899,1419616,28768,0.019091560880874426,0.8125,0.8125,,,,,
900,1421184,28800,0.024363302357137778,0.78125,0.78125,,,,,
901,1422752,28832,0.022206313650550463,0.875,0.875,,,,,
902,1424832,28864,0.018785149890023695,0.6875,0.6875,,,,,
903,1426400,28896,0.024192788931373138,0.75,0.75,,,,,
904,1428992,28928,0.013095602679956696,0.75,0.75,,,,,
905,1430560,28960,0.02082978851368559,0.8125,0.8125,0.014068791193192593,0.9375,0.9375,,
906,1432128,28992,0.021737435947846273,0.875,0.875,,,,,
907,1433696,29024,0.020359261845543854,0.84375,0.84375,,,,,
908,1435264,29056,0.014548903265925422,0.9375,0.9375,,,,,
909,1436832,29088,0.02301495455023808,0.8125,0.8125,,,,,
910,1438400,29120,0.0269920173764485,0.78125,0.78125,,,,,
911,1439968,29152,0.018334722591623574,0.90625,0.90625,,,,,
912,1441536,29184,0.02351236582469504,0.75,0.75,,,,,
913,1443104,29216,0.022904131048931034,0.78125,0.78125,0.0286228545880004,0.6875,0.6875,,
914,1444672,29248,0.02145643143307299,0.8125,0.8125,,,,,
915,1446240,29280,0.020832865490438193,0.9375,0.9375,,,,,
916,1447808,29312,0.015351096309806252,0.96875,0.96875,,,,,
917,1449376,29344,0.021348927013324758,0.9375,0.9375,,,,,
918,1450944,29376,0.022984907725241737,0.90625,0.90625,,,,,
919,1452256,29408,0.025734403835287144,0.8125,0.8125,,,,,
920,1453824,29440,0.02275440313137238,0.78125,0.78125,,,,,
921,1455392,29472,0.027186437433607148,0.6875,0.6875,0.02411127502968634,0.875,0.875,,
922,1457472,29504,0.014832255863702124,0.84375,0.84375,,,,,
923,1459040,29536,0.0192719214778212,0.8125,0.8125,,,,,
924,1460608,29568,0.02234091276792245,0.90625,0.90625,,,,,
925,1462432,29600,0.020153870758414145,0.71875,0.71875,,,,,
926,1464256,29632,0.01539457821814059,0.9375,0.9375,,,,,
927,1465824,29664,0.023570158839149688,0.8125,0.8125,,,,,
928,1467136,29696,0.027504490600520792,0.6875,0.6875,,,,,
929,1468448,29728,0.022190208857725054,0.8125,0.8125,0.01645302053224901,0.8125,0.8125,,
930,1470016,29760,0.023158854803480827,0.78125,0.78125,,,,,
931,1471584,29792,0.020836240094157726,0.75,0.75,,,,,
932,1473152,29824,0.022903104555061143,0.8125,0.8125,,,,,
933,1474464,29856,0.030382869707011477,0.84375,0.84375,,,,,
934,1476032,29888,0.025027117479977087,0.875,0.875,,,,,
935,1477600,29920,0.02043605093019023,0.84375,0.84375,,,,,
936,1479168,29952,0.020890165501334965,0.78125,0.78125,,,,,
937,1480736,29984,0.025310395952495623,0.78125,0.78125,0.021730670625738944,0.8125,0.8125,,
938,1482304,30016,0.02308364135959037,0.875,0.875,,,,,
939,1483872,30048,0.020346130852579553,0.84375,0.84375,,,,,
940,1485440,30080,0.022876293577364343,0.8125,0.8125,,,,,
941,1487008,30112,0.02292572159096085,0.71875,0.71875,,,,,
942,1488576,30144,0.020731239657623052,0.875,0.875,,,,,
943,1490144,30176,0.025809723375592383,0.78125,0.78125,,,,,
944,1491712,30208,0.019853770128607045,0.875,0.875,,,,,
945,1493280,30240,0.025766954120421764,0.71875,0.71875,0.01974044491509793,0.8125,0.8125,,
946,1494848,30272,0.019543839486081422,0.90625,0.90625,,,,,
947,1496672,30304,0.017164435692700198,0.84375,0.84375,,,,,
948,1498240,30336,0.0215891420744931,0.875,0.875,,,,,
949,1499808,30368,0.02064387906380737,0.875,0.875,,,,,
950,1501376,30400,0.01802464720793368,0.90625,0.90625,,,,,
951,1502944,30432,0.0225533249120821,0.75,0.75,,,,,
952,1504512,30464,0.01928710524821801,0.78125,0.78125,,,,,
953,1506080,30496,0.025285046554899864,0.75,0.75,0.02007230128261813,0.8125,0.8125,,
954,1507904,30528,0.022594867466662342,0.78125,0.78125,,,,,
955,1509472,30560,0.025502631971685452,0.75,0.75,,,,,
956,1511040,30592,0.02054378932656002,0.78125,0.78125,,,,,
957,1512608,30624,0.024625539869531032,0.78125,0.78125,,,,,
958,1514176,30656,0.02667241956021195,0.875,0.875,,,,,
959,1515744,30688,0.020676600783346176,0.875,0.875,,,,,
960,1517312,30720,0.021653476335592014,0.71875,0.71875,,,,,
961,1518880,30752,0.021515742650584018,0.875,0.875,0.02467929135460964,0.65625,0.65625,,
962,1520448,30784,0.021059825614620678,0.84375,0.84375,,,,,
963,1522016,30816,0.016893828853851846,0.84375,0.84375,,,,,
964,1523328,30848,0.02616187022003828,0.71875,0.71875,,,,,
965,1524896,30880,0.02608207304004298,0.75,0.75,,,,,
966,1526464,30912,0.02263030114041779,0.84375,0.84375,,,,,
967,1528032,30944,0.018890448850697735,0.8125,0.8125,,,,,
968,1529600,30976,0.01865934774829072,0.84375,0.84375,,,,,
969,1531168,31008,0.01779661719123964,0.875,0.875,0.02678665858116093,0.75,0.75,,
970,1532736,31040,0.01870819507458889,0.84375,0.84375,,,,,
971,1534304,31072,0.022864269083822702,0.875,0.875,,,,,
972,1535872,31104,0.01956598314643187,0.8125,0.8125,,,,,
973,1537440,31136,0.017526381880432602,0.875,0.875,,,,,
974,1539008,31168,0.02211116016127221,0.75,0.75,,,,,
975,1540320,31200,0.0238934270939682,0.875,0.875,,,,,
976,1542144,31232,0.019525305360995678,0.8125,0.8125,,,,,
977,1543456,31264,0.02793543056889374,0.8125,0.8125,0.01720886955918339,0.8125,0.8125,,
978,1545536,31296,0.016160117599466138,0.84375,0.84375,,,,,
979,1547360,31328,0.019428163653781937,0.84375,0.84375,,,,,
980,1548928,31360,0.01772081380713959,0.8125,0.8125,,,,,
981,1550496,31392,0.023309588289843964,0.75,0.75,,,,,
982,1552064,31424,0.02639363180197957,0.71875,0.71875,,,,,
983,1553632,31456,0.024990318813635292,0.875,0.875,,,,,
984,1555456,31488,0.01492287734862414,0.90625,0.90625,,,,,
985,1557280,31520,0.017772686266041098,0.8125,0.8125,0.02537529599944541,0.90625,0.90625,,
986,1558848,31552,0.021915768185185504,0.8125,0.8125,,,,,
987,1560416,31584,0.020400570867083714,0.875,0.875,,,,,
988,1561984,31616,0.018554930482003504,0.9375,0.9375,,,,,
989,1563552,31648,0.025691599541385352,0.84375,0.84375,,,,,
990,1565120,31680,0.025572499912808255,0.75,0.75,,,,,
991,1566432,31712,0.02049080546045709,0.84375,0.84375,,,,,
992,1568000,31744,0.019041881734249685,0.9375,0.9375,,,,,
993,1569568,31776,0.026135860995372295,0.78125,0.78125,0.024296704408029824,0.84375,0.84375,,
994,1571392,31808,0.0146437356337653,1.0,1.0,,,,,
995,1572960,31840,0.02386135945403747,0.84375,0.84375,,,,,
996,1574784,31872,0.018380668601387772,0.75,0.75,,,,,
997,1576352,31904,0.01896435009684186,0.84375,0.84375,,,,,
998,1577920,31936,0.023858196568473027,0.8125,0.8125,,,,,
999,1579488,31968,0.02162485698566471,0.78125,0.78125,,,,,
1000,1581056,32000,0.021924086400681223,0.78125,0.78125,,,,,
1001,1582368,32032,0.026822665574464853,0.75,0.75,0.018240600690773053,0.84375,0.84375,,
1002,1583936,32064,0.01976702174261311,0.8125,0.8125,,,,,
1003,1585504,32096,0.025182278263376337,0.71875,0.71875,,,,,
1004,1587072,32128,0.02127875284165424,0.8125,0.8125,,,,,
1005,1588640,32160,0.024452303026210032,0.78125,0.78125,,,,,
1006,1590208,32192,0.017853415308740395,0.90625,0.90625,,,,,
1007,1591776,32224,0.016417453638344143,0.90625,0.90625,,,,,
1008,1593344,32256,0.021145933796501926,0.90625,0.90625,,,,,
1009,1594912,32288,0.02248844728680961,0.84375,0.84375,0.019988511272872347,0.875,0.875,,
1010,1596480,32320,0.01830476412883539,0.875,0.875,,,,,
1011,1598560,32352,0.01870350260690823,0.75,0.75,,,,,
1012,1600128,32384,0.020193029147685056,0.84375,0.84375,,,,,
1013,1601696,32416,0.01834242376931496,0.84375,0.84375,,,,,
1014,1603008,32448,0.026840016932587862,0.875,0.875,,,,,
1015,1604576,32480,0.020473892962082855,0.875,0.875,,,,,
1016,1606144,32512,0.02019387693592291,0.78125,0.78125,,,,,
1017,1607456,32544,0.032160351068133024,0.78125,0.78125,0.02198249791541661,0.875,0.875,,
1018,1609024,32576,0.019665850332262442,0.8125,0.8125,,,,,
1019,1610592,32608,0.02247173958617425,0.84375,0.84375,,,,,
1020,1611904,32640,0.030100799827734094,0.78125,0.78125,,,,,
1021,1613472,32672,0.030025738794252053,0.6875,0.6875,,,,,
1022,1615040,32704,0.019523086502489413,0.875,0.875,,,,,
1023,1616608,32736,0.02255877135952324,0.78125,0.78125,,,,,
1024,1618176,32768,0.028305157494438377,0.75,0.75,,,,,
1025,1619488,32800,0.026923010485047427,0.8125,0.8125,0.02725242733348567,0.75,0.75,,
1026,1621312,32832,0.017145471476672284,0.78125,0.78125,,,,,
1027,1622880,32864,0.023087162904453618,0.8125,0.8125,,,,,
1028,1624448,32896,0.02165403498323573,0.90625,0.90625,,,,,
1029,1626016,32928,0.021797905465746222,0.8125,0.8125,,,,,
1030,1627584,32960,0.02135501288980805,0.8125,0.8125,,,,,
1031,1628896,32992,0.0221736014914077,0.875,0.875,,,,,
1032,1630464,33024,0.018250708387985974,0.90625,0.90625,,,,,
1033,1631776,33056,0.03303765998735794,0.71875,0.71875,0.021601772660693574,0.875,0.875,,
1034,1633344,33088,0.025620856759675334,0.71875,0.71875,,,,,
1035,1635168,33120,0.019601603281360964,0.75,0.75,,,,,
1036,1636736,33152,0.02174091851954312,0.90625,0.90625,,,,,
1037,1638304,33184,0.023934513603474494,0.75,0.75,,,,,
1038,1640128,33216,0.017051203570572517,0.8125,0.8125,,,,,
1039,1641696,33248,0.021697650647009206,0.8125,0.8125,,,,,
1040,1643264,33280,0.01564052063428385,0.90625,0.90625,,,,,
1041,1644832,33312,0.02215314489305587,0.84375,0.84375,0.026105003795511245,0.75,0.75,,
1042,1646400,33344,0.0230901863392195,0.75,0.75,,,,,
1043,1647712,33376,0.024747462417378595,0.75,0.75,,,,,
1044,1649536,33408,0.0178297645162888,0.78125,0.78125,,,,,
1045,1651104,33440,0.017580578930141696,0.875,0.875,,,,,
1046,1652672,33472,0.025747108397351292,0.78125,0.78125,,,,,
1047,1654496,33504,0.025920642085650224,0.6875,0.6875,,,,,
1048,1655808,33536,0.024879421009006066,0.8125,0.8125,,,,,
1049,1657376,33568,0.021300232985616393,0.84375,0.84375,0.02044847198223366,0.875,0.875,,
1050,1658688,33600,0.02348321741514247,0.9375,0.9375,,,,,
1051,1660256,33632,0.02614783321472001,0.8125,0.8125,,,,,
1052,1661824,33664,0.018126345996123408,0.875,0.875,,,,,
1053,1663136,33696,0.025529784058711247,0.78125,0.78125,,,,,
1054,1664448,33728,0.02238767949648408,0.8125,0.8125,,,,,
1055,1666016,33760,0.024664432541049757,0.65625,0.65625,,,,,
1056,1667584,33792,0.021156152871373304,0.84375,0.84375,,,,,
1057,1669408,33824,0.018587425076496928,0.875,0.875,0.025271982339728896,0.78125,0.78125,,
1058,1670720,33856,0.0322701565194496,0.71875,0.71875,,,,,
1059,1672288,33888,0.0213081035830331,0.78125,0.78125,,,,,
1060,1673600,33920,0.024915364641466264,0.78125,0.78125,,,,,
1061,1674912,33952,0.02455073092463935,0.71875,0.71875,,,,,
1062,1676480,33984,0.020586975598615297,0.84375,0.84375,,,,,
1063,1678304,34016,0.017828333405017188,0.875,0.875,,,,,
1064,1679872,34048,0.01764870943316175,0.84375,0.84375,,,,,
1065,1681440,34080,0.020181420469041988,0.78125,0.78125,0.03067424372320872,0.84375,0.84375,,
1066,1683008,34112,0.02335493644883527,0.84375,0.84375,,,,,
1067,1684576,34144,0.01993288179071373,0.875,0.875,,,,,
1068,1686144,34176,0.020685662034341083,0.78125,0.78125,,,,,
1069,1687968,34208,0.016090250833059497,0.9375,0.9375,,,,,
1070,1689280,34240,0.02411872473706462,0.78125,0.78125,,,,,
1071,1690848,34272,0.01924116609634016,0.8125,0.8125,,,,,
1072,1692416,34304,0.018766037855506665,0.8125,0.8125,,,,,
1073,1693984,34336,0.021844117709153402,0.8125,0.8125,0.0161270544482843,0.875,0.875,,
1074,1695552,34368,0.02923067666159566,0.65625,0.65625,,,,,
1075,1697376,34400,0.02261529271428449,0.75,0.75,,,,,
1076,1698944,34432,0.026386291596951803,0.78125,0.78125,,,,,
1077,1700256,34464,0.024674058906904633,0.8125,0.8125,,,,,
1078,1701824,34496,0.018785307688874032,0.90625,0.90625,,,,,
1079,1703392,34528,0.022655364198408166,0.78125,0.78125,,,,,
1080,1704960,34560,0.020638635802272962,0.75,0.75,,,,,
1081,1706528,34592,0.024062999906430255,0.78125,0.78125,0.01804443219200875,0.875,0.875,,
1082,1708096,34624,0.019907328231188712,0.8125,0.8125,,,,,
1083,1709664,34656,0.025688378084178107,0.8125,0.8125,,,,,
1084,1711488,34688,0.017850208050365475,0.875,0.875,,,,,
1085,1713056,34720,0.02271958156778101,0.84375,0.84375,,,,,
1086,1714624,34752,0.025264070434597972,0.71875,0.71875,,,,,
1087,1716192,34784,0.027593668478524475,0.8125,0.8125,,,,,
1088,1717760,34816,0.023731792171614825,0.75,0.75,,,,,
1089,1719072,34848,0.030578900322447266,0.71875,0.71875,0.022155743144784912,0.8125,0.8125,,
1090,1720640,34880,0.0203889352655369,0.875,0.875,,,,,
1091,1722208,34912,0.019185313485003817,0.84375,0.84375,,,,,
1092,1723520,34944,0.028947629043053823,0.75,0.75,,,,,
1093,1725344,34976,0.020233157475817914,0.75,0.75,,,,,
1094,1726912,35008,0.016824069668140023,0.96875,0.96875,,,,,
1095,1728480,35040,0.026309296887773653,0.78125,0.78125,,,,,
1096,1730048,35072,0.018688951154043825,0.90625,0.90625,,,,,
1097,1731872,35104,0.019189709947508734,0.78125,0.78125,0.031375347989510985,0.6875,0.6875,,
1098,1733184,35136,0.021097128410443165,0.9375,0.9375,,,,,
1099,1734752,35168,0.01889852502775949,0.8125,0.8125,,,,,
1100,1736320,35200,0.02273851893708156,0.8125,0.8125,,,,,
1101,1737888,35232,0.01904921224102892,0.90625,0.90625,,,,,
1102,1739456,35264,0.02645408345739371,0.71875,0.71875,,,,,
1103,1740768,35296,0.02888567258893951,0.75,0.75,,,,,
1104,1742592,35328,0.020934554778596685,0.71875,0.71875,,,,,
1105,1744160,35360,0.018647762812183777,0.8125,0.8125,0.023162665409651964,0.71875,0.71875,,
1106,1745728,35392,0.018765420193435498,0.90625,0.90625,,,,,
1107,1747552,35424,0.021940210091868917,0.78125,0.78125,,,,,
1108,1749376,35456,0.018407074241188617,0.8125,0.8125,,,,,
1109,1750944,35488,0.020250913288313428,0.875,0.875,,,,,
1110,1752768,35520,0.019753051574715443,0.78125,0.78125,,,,,
1111,1754592,35552,0.018617786063853354,0.84375,0.84375,,,,,
1112,1756160,35584,0.018059099105907653,0.84375,0.84375,,,,,
1113,1757728,35616,0.018974346857788194,0.84375,0.84375,0.02485242133588709,0.78125,0.78125,,
1114,1759296,35648,0.020602182283589406,0.78125,0.78125,,,,,
1115,1760864,35680,0.024306452519015812,0.8125,0.8125,,,,,
1116,1762432,35712,0.02285088449375469,0.875,0.875,,,,,
1117,1764000,35744,0.02125846219350073,0.84375,0.84375,,,,,
1118,1765312,35776,0.029777708108522198,0.78125,0.78125,,,,,
1119,1766880,35808,0.02622267881447816,0.71875,0.71875,,,,,
1120,1768704,35840,0.020915516617047797,0.75,0.75,,,,,
1121,1770272,35872,0.017362963963029512,0.90625,0.90625,0.02874665142133804,0.75,0.75,,
1122,1771840,35904,0.01808914343849628,0.875,0.875,,,,,
1123,1773664,35936,0.019641059343036282,0.78125,0.78125,,,,,
1124,1775232,35968,0.021163967060285848,0.75,0.75,,,,,
1125,1776800,36000,0.020381124390064027,0.90625,0.90625,,,,,
1126,1778368,36032,0.018663851570788922,0.8125,0.8125,,,,,
1127,1779936,36064,0.027014556870483902,0.71875,0.71875,,,,,
1128,1781504,36096,0.018570382230830552,0.875,0.875,,,,,
1129,1783072,36128,0.02435002989598614,0.84375,0.84375,0.024286765281028234,0.84375,0.84375,,
1130,1784640,36160,0.02093593409064867,0.84375,0.84375,,,,,
1131,1786208,36192,0.022677223214084895,0.8125,0.8125,,,,,
1132,1788032,36224,0.017579759361437124,0.875,0.875,,,,,
1133,1789344,36256,0.023686187909710672,0.9375,0.9375,,,,,
1134,1790656,36288,0.029714340323619564,0.71875,0.71875,,,,,
1135,1792480,36320,0.01802593494973754,0.84375,0.84375,,,,,
1136,1794048,36352,0.02268970027704553,0.71875,0.71875,,,,,
1137,1795616,36384,0.025648616587297942,0.78125,0.78125,0.021390048904055742,0.8125,0.8125,,
1138,1797440,36416,0.023674218720409045,0.5625,0.5625,,,,,
1139,1799264,36448,0.022137818419697353,0.6875,0.6875,,,,,
1140,1800832,36480,0.01694759364824473,0.875,0.875,,,,,
1141,1802144,36512,0.021504289581066288,0.9375,0.9375,,,,,
1142,1803968,36544,0.014244405750430964,0.90625,0.90625,,,,,
1143,1805536,36576,0.024216794458242194,0.71875,0.71875,,,,,
1144,1807104,36608,0.014736414474918877,0.90625,0.90625,,,,,
1145,1808416,36640,0.026189542758033885,0.71875,0.71875,0.017744932039688372,0.9375,0.9375,,
1146,1810240,36672,0.0178183971983606,0.84375,0.84375,,,,,
1147,1811808,36704,0.01871557589071623,0.90625,0.90625,,,,,
1148,1813376,36736,0.027343416613084776,0.71875,0.71875,,,,,
1149,1814944,36768,0.01760247326593405,1.0,1.0,,,,,
1150,1816512,36800,0.018853618438962588,0.875,0.875,,,,,
1151,1818080,36832,0.02628840007933277,0.75,0.75,,,,,
1152,1819648,36864,0.01839370831261339,0.84375,0.84375,,,,,
1153,1821216,36896,0.020833327119825565,0.84375,0.84375,0.021036549629116122,0.78125,0.78125,,
